NO,XX,腔調,客語
12094,,饒平,寒到起雞嫲皮。
12083,,饒平,寒著會遰人。
13092,,饒平,尋人報仇。
14436,,饒平,尋頭路愛鴨嫲嘴罔吮，盡量去問，正會有機會。
14752,,饒平,尞日閒亍亍，睡較晝兜仔無相干。
14119,,饒平,尞日睡到當晝，人試著懶骨懶骨。
12593,,饒平,就係有你這種人。
15004,,饒平,就係該隻偷東西个賊仔，𠊎看真真，絕對毋會認毋著。
15003,,饒平,就係該隻偷東西个賊仔，𠊎䀴真真，絕對毋會認毋著。
16695,,饒平,就喊你莫講咧還過講。
12601,,饒平,就照佢講个做，做得無？
16884,,饒平,就像毋係佢个事樣仔。
16882,,饒平,就像係鉛筆、尺。
15729,,饒平,就算日仔苦，乜毋會分你餓著。
13357,,饒平,就算你走較緊，乜來毋掣咧。
13356,,饒平,就算你走較遽，乜來毋掣咧。
13471,,饒平,就算走無路去，乜做毋得去偷去搶。
16014,,饒平,幾下日無轉。
15337,,饒平,幾下個月來旦旦無看著你，你走哪去？
15336,,饒平,幾下個月來旦旦無䀴著你，你走哪去？
13306,,饒平,幾久洗一到車？
13305,,饒平,幾久洗一到車仔？
13596,,饒平,幾多磅電？
16437,,饒平,惡人無膽。
12421,,饒平,揉到皺皺。
13891,,饒平,描寫到當清楚。
12563,,饒平,提垤枋仔隔開來。
12621,,饒平,提畚斗和地圾抔出去。
12620,,饒平,提畚斗摎地圾抔出去。
12338,,饒平,提釘書機釘起來。
16168,,饒平,提條布仔來抺桌仔。
16018,,饒平,提盒仔張等。
12813,,饒平,提著麼个好處？
16281,,饒平,提碗公來張湯。
12606,,饒平,提糊黏核。
16248,,饒平,提樵來燒火。
12296,,饒平,換別儕做。
12123,,饒平,揢等拳頭嫲，忍等毋敢唩。
15753,,饒平,揣䀴啊！䀴揣得著無。
12350,,饒平,揰一隻空。
13628,,饒平,敢去就一擔樵，毋敢去就屋下愁。
12907,,饒平,敢有恁嚴重？
12360,,饒平,敢有解決个辦法？
12849,,饒平,敢有較具體个辦法？
12594,,饒平,斯係有你這種人。
16885,,饒平,斯像毋係佢个事樣仔。
16883,,饒平,斯像係鉛筆、尺。
15555,,饒平,景氣毋好，當多店仔連連續續倒店。
17033,,饒平,景氣無好，佢个工廠關忒咧！
14446,,饒平,晾在外背个衫褲愛收起來，無會打露。
12627,,饒平,晾衫褲愛晾在竹篙，正較遽燥。
17003,,饒平,暑假有兩隻月。
35043,,饒平,最近天時緊來緊熱咧。
35143,,饒平,最近天時緊來緊熱咧。
35243,,饒平,最近天時緊來緊熱咧。
36491,,饒平,最近天時緊來緊熱咧。
35046,,饒平,最近當多人發燒，𠊎越來越緊張。
35146,,饒平,最近當多人發燒，𠊎越來越緊張。
35246,,饒平,最近當多人發燒，𠊎越來越緊張。
32367,,饒平,朝晨一䟘床就食薰，煙濛到麼个都䀴毋著。
32366,,饒平,朝晨目珠矇矇，滿哪仔麼个都䀴毋著。
32364,,饒平,朝晨起大霧，麼个都䀴毋著。
32365,,饒平,朝晨起塵灰，煙濛到麼个都䀴毋著。
32363,,饒平,朝晨起濛煙，麼个都䀴毋著。
12572,,饒平,期限內愛改善。
14409,,饒平,椊兜錢分厥妹仔。
12567,,饒平,減輕佢心肚个壓力。
12696,,饒平,渟杯滾水來。
14105,,饒平,渡嬰兒仔無恁該，一下仔肚枵，一下仔愛換尿片，摝死人。
13497,,饒平,港口有大船出入。
14978,,饒平,湖鰍滑溜溜仔，盡難捉得核。
15001,,饒平,湯正好定定，等較冷兜仔正舀來食。
16463,,饒平,湯燒燒，食落去已燒暖。
16849,,饒平,無人在屋下。
12590,,饒平,無人做得取代佢。
12689,,饒平,無半息茶米咧，天光日買一罐轉來。
15551,,饒平,無打單，做毋得上車。
16417,,饒平,無用个東西就愛擲忒，留等做麼个？
14861,,饒平,無目水个人淨顧眼前个，毋知好向前發展。
14451,,饒平,無共年起个屋，合縫會潗水。
30341,,饒平,無米好煮，就煮糜較省。
30344,,饒平,無米好煮，煮糜愛算幾多粒米。
30343,,饒平,無米好煮，糜愛煮較鮮兜仔。
30342,,饒平,無米好煮，糜愛煮較醹兜仔。
15321,,饒平,無你个事，毋好恁好和人出頭。
15320,,饒平,無你事，毋好恁好摎人出頭。
12330,,饒平,無你就試看啊咧！
12329,,饒平,無你就試䀴啊咧！
15794,,饒平,無你試著愛仰般做正著？
15795,,饒平,無你試著愛仰脣做正著？
13674,,饒平,無法度計算。
13378,,饒平,無法度親身過去。
16603,,饒平,無注意撞著你，還失禮！
13927,,饒平,無知識乜愛有常識。
12383,,饒平,無洗手就扡來食，還屙糟哪。
15209,,饒平,無面無目个人，毋使和佢講恁多，較講乜共樣。
15208,,饒平,無面無目个人，毋使摎佢講恁多，較講乜共樣。
16137,,饒平,無風無雨，無可能放尞啦。
14064,,饒平,無食殗殗，食飽又鈂鈂。
16393,,饒平,無做事，會緊尞緊懶尸。
37183,,饒平,無問題！
15472,,饒平,無啦！你莫忒認真，𠊎罔講定定啦！
13448,,饒平,無帶著錢，高不將先和你借，天光日還你。
13447,,饒平,無帶著錢，高不將先摎你借，天光日還你。
12420,,饒平,無帶著鎖匙，入門毋得。
13718,,饒平,無採佢頭擺對你恁好，你顛倒恩將仇報，敢問心得過？
12415,,饒平,無細義躪著人，愛會失禮。
28867,,饒平,無䀴著黃河，毋會死。
16205,,饒平,無煮麼个菜，將就摎味划划仔。
35078,,饒平,無閒，還愛摎人去鬥鬧熱，打白工就有。
35178,,饒平,無閒，還愛摎人去鬥鬧熱，打白工就有。
35278,,饒平,無閒，還愛摎人去鬥鬧熱，打白工就有。
12401,,饒平,無閒到捩捩轉。
13210,,饒平,無閒陪你尞。
32422,97.0,饒平,無想著，家官堵好落來，同「阿爸好去取」聽著係「阿爸好去死」，譴到蹦蹦跳，一下告到官府去。官爺將四個心婦調去盤問，四個心婦逐個都毋認罪，官爺䀴著四個心婦恁有文才，就用「竹仔」做題，喊佢兜當場作對：
32532,97.0,饒平,無想著，家官堵好落來，同「阿爸好去取」聽著係「阿爸好去死」，譴到蹦蹦跳，一下告到官府去。官爺將四個心婦調去盤問，四個心婦逐個都毋認罪，官爺䀴著四個心婦恁有文才，就用「竹仔」做題，喊佢兜當場作對：
32638,97.0,饒平,無想著，家官堵好落來，同「阿爸好去取」聽著係「阿爸好去死」，譴到蹦蹦跳，一下告到官府去。官爺將四個心婦調去盤問，四個心婦逐個都毋認罪，官爺䀴著四個心婦恁有文才，就用「竹仔」做題，喊佢兜當場作對：
13070,,饒平,無想著佢這擺嗄落選。
12271,,饒平,無意無思分人罵，試著心肚委屈。
12435,,饒平,無愛个東西𢱤共下，一下仔載去垃圾場。
15804,,饒平,無愛个書𢱤共下，等一下載去賣。
15202,,饒平,無愛食就莫食，無成還愛𠊎鬥當佢食？
14864,,饒平,無腦屎係無？恁簡單个事，你到今還看毋真。
14863,,饒平,無腦屎係無？恁簡單个事，你到今還䀴毋真。
13796,,饒平,無資本，愛仰般做生理？
13797,,饒平,無資本，愛仰做生理？
14873,,饒平,無睡當晝，目弇弇仔來開會，已失禮。
12299,,饒平,無睡飽，目珠擘毋開。
15643,,饒平,無睡飽會啄目睡。
15395,,饒平,無麼个菜，菜脯卵罔食！
16416,,饒平,無影啦！莫亂講。
12895,,饒平,無影無跡个事情，佢就敢講。
14007,,饒平,無論係耳聾抑係目瞨个人，都愛有自我謀生个能力。
35249,,饒平,無論係單瞼目，抑係雙瞼目，共樣都恁靚。
12640,,饒平,無歕火，火毋會猛。
14750,,饒平,無錢毋會作怪，有錢顛倒還較死，嗄變鬼變怪。
12408,,饒平,無頭路愛仰般絡食。
12409,,饒平,無頭路愛仰絡食。
12114,,饒平,無營養个東西毋好緊食。
37172,,饒平,無關係！
16535,,饒平,無聽話，分人罰企。
17011,,饒平,煮一鑊飯。
12905,,饒平,煮到恁醹。
12690,,饒平,煮茶分人食。
12218,,饒平,煮飯毋好食，分屋下人嫌。
15982,,饒平,煮飯時節，頭那毛愛䌈起來。
14547,,饒平,煮飯該下，火忒猛會結𤊶。
12477,,饒平,猴仔當精。
12478,,饒平,猴當精。
12760,,饒平,番綻又毋聽人講。
17078,,饒平,畫一張圖。
17142,,饒平,畫一張圖。
16284,,饒平,畫一條線。
14063,,饒平,痛風擎起來，抽筋縮脈，疾到佇毋著。
16118,,饒平,發生麼个事？
36470,,饒平,發赤目盡艱苦，目珠紅，目屎多。
32582,,饒平,發風搓，落雨落無停，做大水，歸條河壩都係泥漿水。
32580,,饒平,發風搓，落雨過後做大水，歸河壩都係水泥漿。
15612,,饒平,發病仔當艱苦。
15913,,饒平,發病愛分先生䀴。
17022,,饒平,發票兩隻月對獎一到。
17023,,饒平,發票兩趁月對獎一擺。
12965,,饒平,發麼个神經？
35092,,饒平,發燒个人較會作渴，愛多食兜仔滾水正好。
35192,,饒平,發燒个人較會作渴，愛多食兜仔滾水正好。
35292,,饒平,發燒个人較會作渴，愛多食兜仔滾水正好。
14461,,饒平,窗門下恁箭日，莫在該片坐。
16344,,饒平,窗門日日捽到金金。
16176,,饒平,窗門洗好，做得鬥轉去咧！
12516,,饒平,窗門頂个塵灰當賁。
16798,,饒平,等一下仔，佢跈等就來！
32336,,饒平,等一下仔，佢跈等就來。
32446,,饒平,等一下仔，佢跈等就來。
32552,,饒平,等一下仔，佢跈等就來。
16973,,饒平,等一下仔，來去屙堆尿。
15844,,饒平,等一下正講。
14612,,饒平,等一下愛洗車，你先去牽管仔，𠊎來旱水。
14611,,饒平,等一下愛洗車仔，你先去牽管仔，𠊎來旱水。
14544,,饒平,筍乾膨腿係當有名个客家菜。
13827,,饒平,答案你自家知知咧！毋使𠊎講。
14906,,饒平,粢粑打來軟入入仔，當好食。
37537,,饒平,粢粑真好食。
32344,,饒平,結婚个日仔䀴好後，男方送日課請女方覆日，日期正算確定。
32454,,饒平,結婚个日仔䀴好後，男方送日課請女方覆日，日期正算確定。
32560,,饒平,結婚个日仔䀴好後，男方送日課請女方覆日，日期正算確定。
14922,,饒平,結婚辦到當排場。
14276,,饒平,翕相時節愛有笑面，毋好緊揞等嘴。
13850,,饒平,翕相機擲壞忒，愛買過一臺。
13851,,饒平,翕相機擲壞撇，愛買過一臺。
13852,,饒平,翕相館乜做得洗相片。
16794,,饒平,菜先買便來，隨時就有好食。
16198,,饒平,菜放桌項，愛用菜弇仔弇等。
12829,,饒平,菜脯剁到幼幼仔正包粽仔。
12830,,饒平,菜脯剁到幼幼正包粽。
12730,,饒平,菜脯乾當扯飯。
16498,,饒平,菜脯絲炙到燥燥，就做得收起來咧。
12685,,饒平,菜單項有當多品菜。
13603,,饒平,菜廂脣有一溝一溝个水路。
16483,,饒平,菜煮較淡，做得打淨食！
16452,,饒平,菜當多，儘採你食。
12937,,饒平,菜價當賤。
14659,,饒平,著一領半新舊个裌仔。
15614,,饒平,著忒少，嗄寒著咧。
16303,,饒平,著抑毋著呢？
35093,,饒平,著到恁燒暖，毋好食燒滾水。
35193,,饒平,著到恁燒暖，毋好食燒滾水。
35293,,饒平,著到恁燒暖，毋好食燒滾水。
15249,,饒平,著長袍就愛配馬褂，正較像樣。
12816,,饒平,著恁少，毋會寒哦？
37120,,饒平,著恁少，會寒無？
13168,,饒平,著恁靚，愛去哪約會？
16449,,饒平,著較賁兜仔。
14850,,饒平,著獎券無恁該，運氣好个人正著得著。
12103,,饒平,蛤蟆胲撞著。
32461,,饒平,街路項有鱸鰻仔欺負人，大家係恬恬，佢就會緊來緊陣上。
13677,,饒平,街路頭堵著佢。
12798,,饒平,裁判愛公當。
14826,,饒平,詐騙集團當聰明，盡多人落扚。
16403,,饒平,象个色係老鼠色。
12479,,饒平,象鼻公長長。
17059,,饒平,買一隻批落。
17058,,饒平,買一隻信袋仔。
13629,,饒平,買五兩斯好，毋使買恁多。
13672,,饒平,買東西愛撿錢分人。
13435,,饒平,買食个東西愛注意，比論講有過期無？還係加添麼个化學品無？
15684,,饒平,買個等路送佢，分佢歡喜一下。
15683,,饒平,買隻等路送佢，分佢歡喜一下。
13671,,饒平,買基金乜係投資。
16841,,饒平,買幾粒包仔。
16895,,饒平,買電影票愛排列。
13662,,饒平,費用已多。
14661,,饒平,趁到飽飽。
17019,,饒平,趁錢毋著來使。
14367,,饒平,趁錢可比針挑竻，使錢可比水推沙。
16345,,饒平,跆床目珠擘到金金。
16799,,饒平,跈等阿姆去市場。
15670,,饒平,跌到骨頭斷忒。
15871,,饒平,跍恁久，腳痺忒咧！
13898,,饒平,跑道有七道。
32438,,饒平,跛腳个做麼个騎等馬仔去偷䀴？驚人知自家个缺點。
35103,,饒平,跛腳个做麼个騎等馬去偷䀴？驚人知自家个缺點
35203,,饒平,跛腳个做麼个騎等馬去偷䀴？驚人知自家个缺點
35303,,饒平,跛腳个做麼个騎等馬去偷䀴？驚人知自家个缺點
36513,,饒平,跛腳个做麼个騎等馬去偷䀴？驚人知自家个缺點。
13504,,饒平,郵局乜做得領錢。
14019,,饒平,鄉下人㓾雞鴨，愛等佢完全勯忒，正做得熝滾水。
14020,,饒平,鄉下人㓾雞鴨，愛等佢完全勯撇，正做得熝滾水。
12872,,饒平,鄉下比都市落後。
36474,,饒平,開店仔，有時為著挷生理、爭人客，了錢乜愛做。
15383,,饒平,開會个資料愛先準備好，正毋會臨時及急尋毋得著。
13931,,饒平,開學就愛註冊。
13320,,饒平,閒時閒節就愛加減做。
35033,,饒平,閒閒个時節，聽老人家打嘴鼓、講頭擺，當心色。
35133,,饒平,閒閒个時節，聽老人家打嘴鼓、講頭擺，當心色。
35233,,饒平,閒閒个時節，聽老人家打嘴鼓、講頭擺，當心色。
12519,,饒平,間肚火光光。
13308,,饒平,間肚有老鼠，老妹嚇到緊唩。
12806,,饒平,間肚恁翕，愛開窗門無？
35069,,饒平,間肚無整理，阿姆罵老弟係細狗仔。
15441,,饒平,間房忒細，買過新眠床，這頂舊个就放無哪去，愛仰結煞？
12995,,饒平,間項烏疏疏。
12994,,饒平,間項烏疏疏仔。
16114,,饒平,間項滿哪都係你个衫。
16009,,饒平,間項整理一下仔。
37147,,饒平,順行！有閒正來尞！
12687,,饒平,飯包毋記得帶著。
15481,,饒平,飯在電鑊肚燉等，愛食毋食隨在你。
17024,,饒平,飯店歇一夜。
35265,,饒平,飯放久會臭餿，事情拖久你就懶停動。
16252,,饒平,飯煮好哩喲！好食晝咧！
12879,,饒平,飯煮到綿綿。
12930,,饒平,飯菜便便，你自家炊來食。
12686,,饒平,飯篼毋記得帶著。
14499,,饒平,飯糝溚溚跌。
12161,,饒平,飯糝黏在嘴角項。
12678,,饒平,飲食無正常。
16484,,饒平,黃梨當甜。
12365,,饒平,㗘薰對身體毋好，好戒忒去！
12366,,饒平,㗘薰對身體毋好，好戒撇去！
13958,,饒平,傷著血筋，血流血著，愛緊緊斷血較要緊。
13957,,饒平,傷著血筋，血流血著，愛遽遽斷血較要緊。
13663,,饒平,匯款五萬个銀。
14885,,饒平,園肚个柑仔淰黃淰黃，好摘咧！
14886,,饒平,園肚个柑淰黃淰黃，好摘咧！
14383,,饒平,塑膠管愛先用火燂燂啊，正較好搵彎。
13285,,饒平,想害人顛倒害著自家。
15635,,饒平,想做護士，愛有耐心。
13103,,饒平,想湊你食飯，做得無？
14275,,饒平,想愛食擂茶，愛先和材料放落擂缽，用木棍去擂綿。
14274,,饒平,想愛食擂茶，愛先摎材料放落擂缽，用木棍去擂綿。
14282,,饒平,想學會泅水，愛先學沒水。
35253,,饒平,想騙該隻老鳥仔飛入鳥籠，無恁容易。
35254,,饒平,想騙該隻老鳥精中計，無恁簡單。
35255,,饒平,想騙該隻老鳥精落籠，可惜無籠仔。
35252,,饒平,想騙該隻老鳥精落籠仔，無恁該。
35256,,饒平,想騙該隻老鴉仔，無恁容易哪。
27353,,饒平,惹著禍端無法度脫離。
13312,,饒平,愛出去尞還毋趕早，毋驚塞車係無？
13508,,饒平,愛出國，坐輪船較久。
14751,,饒平,愛去你自家去，麼人有閒手腳好去。
12911,,饒平,愛去你自家去，𠊎無願頭。
16981,,饒平,愛去哪國尞？
16468,,饒平,愛打拚正會成功。
15999,,饒平,愛用文字記錄下來，正毋會毋記得。
16000,,饒平,愛用文字記錄落來，正毋會毋記得。
13257,,饒平,愛仰般證明分大家䀴？
13258,,饒平,愛仰證明分大家看？
28839,,饒平,愛吃就遽遽提去，毋好枵鬼假細義。
16202,,饒平,愛多食滾水，莫緊食涼水。
14017,,饒平,愛多運動，正毋會分人喊做病丁仔。
15926,,饒平,愛好好利用時間讀書。
13670,,饒平,愛有記數个習慣，正知錢使哪去。
13042,,饒平,愛有責任感，人家正會信你。
15072,,饒平,愛老妹認真讀書，佢聽毋入耳，等佢尋頭路該下正知死
15981,,饒平,愛考試咧！和書收起來。
15980,,饒平,愛考試咧！摎書收起來。
14238,,饒平,愛考試咧，課本通通合等，放入書包肚。
16718,,饒平,愛行當遠正行得到。
16545,,饒平,愛把扼機會。
14805,,饒平,愛改竹筍無恁該，使钁頭會卡手卡腳。
12762,,饒平,愛使恁費氣呢？
15236,,饒平,愛取消約會愛早兜仔講，係無會害人白行一輪。
16406,,饒平,愛和人好好尞，毋好冤家。
15854,,饒平,愛迪生發明電火。
14414,,饒平,愛食刺波仔，愛摎蒂頭摘忒。
14415,,饒平,愛食竻波仔，愛和蒂頭摘撇。
15093,,饒平,愛食就食，毋使在該枵鬼假細義。
35032,,饒平,愛食就遽遽／煞煞／遽啊／提去，毋好枵鬼假細義。
35132,,饒平,愛食就遽遽／煞煞／遽啊／提去，毋好枵鬼假細義。
35232,,饒平,愛食就遽遽／煞煞／遽啊／提去，毋好枵鬼假細義。
16251,,饒平,愛食朝，做事正有力。
15990,,饒平,愛哪隻？你自家擇！
15638,,饒平,愛記得食藥。
15637,,饒平,愛記得食藥仔。
12206,,饒平,愛做決定斯無恁該。
14668,,饒平,愛帶个東西全部包揫揫在這，你毋使愁哪項無帶著。
14429,,饒平,愛教細人仔多講客話，正毋會絕忒。
14430,,饒平,愛教細子多講客事，正毋會絕撇。
13469,,饒平,愛細義避免危險。
14129,,饒平,愛就愛緊啊決定，毋好三心打兩意。
14128,,饒平,愛就愛遽啊決定，毋好三心打兩意。
16753,,饒平,愛等到哪久？
15732,,饒平,愛著斯無結煞。
15281,,饒平,愛買屋以前，最好先去探看啊！
15280,,饒平,愛買屋以前，最好先去探䀴啊！
13472,,饒平,愛買菜嗄無帶著錢。
12597,,饒平,愛想辦法提高水果个產量。
30292,,饒平,愛煞猛做事，毋好閒神野鬼樣仔，滿哪仔遊遊冶冶。
12358,,饒平,愛詳細檢查。
13130,,饒平,愛較加油兜仔。
15756,,饒平,愛對自家有信心。
16405,,饒平,愛摎人好好尞，毋好冤家。
12987,,饒平,愛麼个條件做你開！
12234,,饒平,愛麼个就有，同學全部當欽羨佢。
13171,,饒平,愛聽世大人个勸話。
13172,,饒平,感謝你个牽成。
15000,,饒平,搣歸日還搣毋得好，愛仰結煞正好？
12211,,饒平,搬出來外背戴，還吂慣。
13617,,饒平,敬酒敬一輪。
16197,,饒平,斟一盅酒。
37610,,饒平,新个頭路你做得慣無？
37186,,饒平,新年快樂！
13586,,饒平,新娘公屋下當發。
32650,,饒平,新娘仰般出嫁時愛唩？唩好命。
14590,,饒平,新娘𠖄羅帕。
16622,,饒平,新娘看起來當後生，怕二十歲定定。
16621,,饒平,新娘䀴起來當後生，怕二十歲定定。
32651,,饒平,新娘擲扇仔分老弟係麼个意思？留「善」在屋下。
15516,,饒平,新時代个人，過身乜毋使著傳統个老人衫咧。
15517,,饒平,新時代个人，過身也毋使著傳統个老人衫咧。
13814,,饒平,新學期愛選班長。
13252,,饒平,新親戚和媒人共桌坐。
13251,,饒平,新親戚摎媒人共桌坐。
14685,,饒平,暖罐長胲長胲。
16633,,饒平,暗晡夜有閒無？
37111,,饒平,暗晡夜來𠊎屋下分𠊎請！
12681,,饒平,暗晡夜阿姆烳菜頭湯。
13669,,饒平,暗晡夜愛加班。
13173,,饒平,暗晡夜愛慶祝阿爸个生日。
15686,,饒平,暗晡頭自家去便所，敢抑毋敢？
27303,,饒平,暗晡頭食釅茶，會反躁睡毋得。
27398,,饒平,暗晡頭食釅茶，會反躁睡毋得。
16631,,饒平,暗晡頭愛早兜睡。
12546,,饒平,暗晡頭溫度加已低。
37614,,饒平,暗晡頭駛車仔愛還較注意。
14130,,饒平,會有幾多人來，𠊎乜算毋著，毋罅坐正講。
14131,,饒平,會有幾多人來，𠊎也算毋著，毋罅坐正講。
14281,,饒平,會落雨咧！遽遽和禾埕个穀耙歸堆，用塑膠布仔幎起來。
14280,,饒平,會落雨咧！遽遽摎禾埕个穀耙歸堆，用塑膠布仔幎起來。
16153,,饒平,會轉寒咧！愛著多較多兜仔！
16154,,饒平,會轉寒咧！愛著較多兜仔！
37553,,饒平,會議地點在哪位？
13834,,饒平,會議無開成，愛約下隻禮拜。
16857,,饒平,楊梅站會到咧。
37163,,饒平,歇睏一下！
29030,,饒平,歲月不饒人，阿春伯七十大零歲欸，佢平時無麼个娛樂，工作就係娛樂。十年前，工廠退休後無幾久，正愛享福个時節，無人想著，天有不測个風雲，人有旦夕个禍福，餔娘好恬恬續來過身。到這下來，傷疾過忒咧，佢盡愁个係滿子強強會四十歲咧，還吂結婚。佢不時求神問卜，希望上天摎滿子𢯭手，分佢早日成家。毋知幾多擺，去廟項禮斗求籤，祭孤拜梁皇，總愛聽講哪位神明有靈，佢較遠也去。在廟肚人當多，鬧熱煎煎，香煙濃天濃地，燻到目珠擘毋開。佢目金金仔䀴等神佛，口中緊唸，聖筊緊跌；有時童乩講到口涎波沷，佢也盡信；有時勸話佢，婚姻个事情莫鬥緊，等加一年半載添，佢就題加一滴香油錢，拜託神明想辦法。總係日過一日，年過一年，還係「半夜䀴日頭，一滴魂影就無」。
16019,,饒平,準備好吂？
15488,,饒平,準備愛收攤咧，這伸个蓮霧準堵好賣你一百箍啦！
14524,,饒平,溼氣重，樹仔當遽歿忒。
14525,,饒平,溼氣重，樹仔當遽歿撇。
13423,,饒平,煞猛打拚，總有一日會出頭。
15439,,饒平,煞猛兜做，總會成功。
28861,,饒平,煞猛讀書，讀會一隻字就賞一千個銀。
12784,,饒平,爺哀相賽過身，佢還係當堅強。
12974,,饒平,爺哀做毋得大細心。
13096,,饒平,爺哀過身，做倈子个總認為係自家不孝，所以自稱不孝男。
13095,,饒平,爺哀過身，做倈仔个總認為係自家不孝，故所自稱不孝男。
15743,,饒平,爺哀對佢當失望。
16828,,饒平,爺哀總係為著你好。
14264,,饒平,爺哀聽講老弟考著理想个學校，開容笑面，暢到奈毋得。
12480,,饒平,獅仔當惡。
12481,,饒平,獅當惡。
14413,,饒平,當久無落雨，滿哪仔就燥絲絲。
14412,,饒平,當久無落雨，滿哪仔就燥絲絲仔。
13275,,饒平,當日去，當日轉。
16653,,饒平,當在該食飯，電話就響咧！
12335,,饒平,當在該處理咧！過等五分鐘斯好。
13290,,饒平,當年打个契約，這下敢還有效？
16654,,饒平,當時無講清楚，搣到冤家。
16656,,饒平,當晝，日頭炙到人暈暈。
12682,,饒平,當晝个竹筍湯烳烳仔斯好。
14991,,饒平,當晝个飯包仔放在電鑊肚，到今還<MISC>nun55</MISC>燒<MISC>nun55</MISC>燒。
14992,,饒平,當晝个飯包仔放在電鑊肚，到今還溫燒溫燒。
13286,,饒平,當晝心莫在外背炙。
15889,,饒平,當晝愛休息一點鐘。
15890,,饒平,當晝愛歇睏一點鐘。
13618,,饒平,當晝煎兩尾魚仔來食。
13619,,饒平,當晝煎兩尾魚來食。
37598,,饒平,當晝頭恁熱，毋好出去運動。
13687,,饒平,當晝頭割禾較會熱著。
16542,,饒平,當感謝你，恁牽成！
27448,,饒平,當緊工，神明就懶震動。
12238,,饒平,當樂意聽你講。
37612,,饒平,當歡喜認識你。
13987,,饒平,碗公缺嘴。
16392,,饒平,碗分佢打爛忒。
14163,,饒平,碗肚个水泌燥來，放入碗櫥倒覆正較緊燥。
14162,,饒平,碗肚个水泌燥來，放入碗櫥倒覆正較遽燥。
12668,,饒平,碗櫥下格放碗箸。
16772,,饒平,節目包尾，有精彩个表演。
16106,,饒平,經過一擺車禍，佢嗄變到長短腳。
16121,,饒平,經過恁多年，還係會想著。
17017,,饒平,經濟毋好，趁毋著來食。
17016,,饒平,經濟毋好，賺毋著來食。
13577,,饒平,聖蹟亭係古蹟。
12140,,饒平,腦後背毋堵好敲著，還疾。
14320,,饒平,腰骨疾就去眠床項伏等，一下仔和你貼膏藥。
14319,,饒平,腰骨疾就去眠床項伏等，一下仔摎你貼膏藥。
13278,,饒平,腳底分蚊仔叼著。
13279,,饒平,腳底分蚊叼著。
12097,,饒平,腳板大買無鞋著，還衰過。
14634,,饒平,腳疾到歸夜仔睡毋得。
15457,,饒平,腳偏著，行無麼个得。
12148,,饒平,腳偏著。
12099,,饒平,腳趾目分車仔輾著，去醫院打石膏。
12100,,饒平,腳趾目分車輾著，去醫院打石膏。
12323,,饒平,腳剷到大嫲空。
13269,,饒平,腳當痠，到半站仔就行毋停動。
12098,,饒平,腳盤大買無鞋著，還衰過。
14187,,饒平,萬丈深潭難打底，毋知哥哥哪樣心。
16905,,饒平,落大雨，打電話喊計程車好咧！
14350,,饒平,落大雨，屋頂水緊漏，去提一隻桶仔來承水。
16073,,饒平,落大雨，溪壩水淰出來咧！
14877,,饒平,落大雨，歸路仔濛濛，看毋清楚頭前有幾多臺車仔來。
14876,,饒平,落大雨，歸路仔濛濛，䀴毋清楚頭前有幾多臺車仔來。
16077,,饒平,落大雨咧，你有帶遮仔無？
15412,,饒平,落大雨無帶遮，佢盡命仔走一路轉。
15413,,饒平,落大雨無帶遮，佢盡命走一路轉。
13179,,饒平,落仔盡好騙老人家。
13347,,饒平,落尾就走等去。
13348,,饒平,落尾就轉屋下咧。
37125,,饒平,落來屋肚，請脫鞋。
13198,,饒平,落門愛和爺哀問安。
13197,,饒平,落門愛摎爺哀問安。
32407,,饒平,落雨个時節，鄉下人會提芋荷炒菜食。
32406,,饒平,落雨个時節，鄉下人會提芋荷葉來遮面。
32405,,饒平,落雨个時節，鄉下人會提芋荷葉做遮仔用。
32404,,饒平,落雨个時節，鄉下人會提烏色个荷葉做遮仔用。
16044,,饒平,落雨天，水蟻滿哪飛。
14458,,饒平,落雨天，安全帽毋好放在外背雨淋雨涿，會生菇。
15045,,饒平,落雨天，爽到衫褲溼溼，趁罵係無？
15044,,饒平,落雨天，爽到衫褲溼溼，賺罵係無？
32403,,饒平,落雨天，莊下人會提芋荷準遮仔用。
37119,,饒平,落雨天愛擎遮仔。
16094,,饒平,落雨落無停，屋入水咧！
16096,,饒平,落雨過後，外背出虹。
14397,,饒平,落雨過後，細人仔在水窟涉水，搣到鞋溼溼。
14776,,饒平,落雨過後，這條大路嗄一窩一窟，盡難行。
14411,,饒平,落雨過後，這頭老樹又必筍咧。
14410,,饒平,落雨過後，這頭老樹仔又必筍咧。
14789,,饒平,落恁久个雨，這衫摸起來潤潤。
14190,,饒平,落恁大雨，毋好去溪壩爽，分水打走斯無結煞。
12225,,饒平,落恁大雨，好彩你有帶遮。
12226,,饒平,落恁大雨，好彩你有帶遮仔。
14779,,饒平,落過雨，屋面前个圳溝水洋洋洋洋。
12474,,饒平,葡萄當有營養。
16317,,饒平,裙著恁短，敢毋會寒？
37624,,饒平,試著仰般？
15659,,饒平,試著肩頭硬硬樣仔。
15679,,饒平,試著這麵包當好食。
15086,,饒平,該人盡歪底，愛佢變好，無恁該。
15085,,饒平,該人盡壞底，愛佢變好，無恁該。
13040,,饒平,該人講事無準則。
13039,,饒平,該人講話無準則。
16122,,饒平,該下有經過這條路，你記得無？
15772,,饒平,該下𠊎還細，哪有可能記得。
15769,,饒平,該片山較低，這片較高。
